INPUT:input	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
										
Как вы думаете, было бы лучше для страны, если бы все были либералами или консерваторами?	"{""label"":""Aspect""\,""offset"":24\,""length"":16\,""segment"":""лучше для страны""},{""label"":""Object1""\,""offset"":59\,""length"":10\,""segment"":""либералами""},{""label"":""Object2""\,""offset"":74\,""length"":14\,""segment"":""консерваторами""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca4120dee0e72fb99bbd6	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Какой mp3-плеер лучше iriver h10 или музыкальный автомат philips gogear?	"{""label"":""Object1""\,""offset"":22\,""length"":10\,""segment"":""iriver h10""},{""label"":""Object2""\,""offset"":57\,""length"":14\,""segment"":""philips gogear""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca3e70dee0e72fb99ba51	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Университет графической эры лучше всего подходит для mba или jss noida?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":70\,""segment"":""Университет графической эры лучше всего подходит для mba или jss noida""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca3e00dee0e72fb99ba1a	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Какой из них лучше для лучшего карьерного роста oracle dba или sql dba?	"{""label"":""Aspect""\,""offset"":31\,""length"":16\,""segment"":""карьерного роста""},{""label"":""Object1""\,""offset"":48\,""length"":10\,""segment"":""oracle dba""},{""label"":""Object2""\,""offset"":63\,""length"":7\,""segment"":""sql dba""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca3fe0dee0e72fb99bb34	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Кто побеждает на выборах - Трамп или Клинтон?	"{""label"":""Aspect""\,""offset"":4\,""length"":20\,""segment"":""побеждает на выборах""},{""label"":""Object1""\,""offset"":27\,""length"":5\,""segment"":""Трамп""},{""label"":""Object2""\,""offset"":37\,""length"":7\,""segment"":""Клинтон""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca42b0dee0e72fb99bce2	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Какой велосипед лучше для поездок на работу, а также для случайных длительных поездок по улице 220 или royal enfield?	"{""label"":""Aspect""\,""offset"":26\,""length"":17\,""segment"":""поездок на работу""},{""label"":""Aspect""\,""offset"":57\,""length"":37\,""segment"":""случайных длительных поездок по улице""},{""label"":""Object1""\,""offset"":95\,""length"":3\,""segment"":""220""},{""label"":""Object2""\,""offset"":103\,""length"":13\,""segment"":""royal enfield""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca3e70dee0e72fb99ba4e	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Какая офисная обстановка лучше комфортной по сравнению с командной работой?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":74\,""segment"":""Какая офисная обстановка лучше комфортной по сравнению с командной работой""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca4300dee0e72fb99bd10	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Какие венчурные капиталисты или фирмы венчурного капитала наилучшим образом используют linkedin?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":95\,""segment"":""Какие венчурные капиталисты или фирмы венчурного капитала наилучшим образом используют linkedin""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca3f40dee0e72fb99bad6	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Кто худший актер в Болливуде в настоящее время?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":46\,""segment"":""Кто худший актер в Болливуде в настоящее время""}"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":46\,""segment"":""Кто худший актер в Болливуде в настоящее время""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca43c0dee0e72fb99bd67	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
Что является лучшим вариантом для студента, получившего от 6 до 7 баллов cgpa, для подготовки к gate или поступления в кампус?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":125\,""segment"":""Что является лучшим вариантом для студента\, получившего от 6 до 7 баллов cgpa\, для подготовки к gate или поступления в кампус""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ed3d9799dd1994bc3b7e	000016521d--63eca3e80dee0e72fb99ba5d	000016521d--63f4ed3d9799dd1994bc3b7e	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:11:41.235
										
Что такое gate, насколько это сложно по сравнению с jee?	"{""label"":""Object1""\,""offset"":10\,""length"":4\,""segment"":""gate""},{""label"":""Aspect""\,""offset"":30\,""length"":6\,""segment"":""сложно""},{""label"":""Object2""\,""offset"":52\,""length"":3\,""segment"":""jee""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca3e00dee0e72fb99ba16	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Кто выиграл больше игр - упаковщики или медведи?	"{""label"":""Aspect""\,""offset"":4\,""length"":18\,""segment"":""выиграл больше игр""},{""label"":""Object1""\,""offset"":25\,""length"":10\,""segment"":""упаковщики""},{""label"":""Object2""\,""offset"":40\,""length"":7\,""segment"":""медведи""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca3f10dee0e72fb99baae	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Онлайн-курсы лучше очных занятий?	"{""label"":""Object1""\,""offset"":0\,""length"":12\,""segment"":""Онлайн-курсы""},{""label"":""Object2""\,""offset"":19\,""length"":13\,""segment"":""очных занятий""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca3d80dee0e72fb99b9d6	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Почему срезанные розы гораздо лучше смотрятся в керамической вазе, чем в хрустальной?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":84\,""segment"":""Почему срезанные розы гораздо лучше смотрятся в керамической вазе\, чем в хрустальной""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca3fe0dee0e72fb99bb38	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Каковы различия в студенческой нагрузке в колледжах гуманитарных наук по сравнению с исследовательскими университетами?	"{""label"":""Aspect""\,""offset"":18\,""length"":21\,""segment"":""студенческой нагрузке""},{""label"":""Object1""\,""offset"":42\,""length"":27\,""segment"":""колледжах гуманитарных наук""},{""label"":""Object2""\,""offset"":85\,""length"":33\,""segment"":""исследовательскими университетами""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca4100dee0e72fb99bbc4	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Что лучше университетское или профессиональное?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":46\,""segment"":""Что лучше университетское или профессиональное""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca4040dee0e72fb99bb66	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Почему Индия не смогла хорошо выступить на Олимпийских играх 2016 года в Рио по сравнению с Олимпийскими играми в Лондоне и Пекине?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":130\,""segment"":""Почему Индия не смогла хорошо выступить на Олимпийских играх 2016 года в Рио по сравнению с Олимпийскими играми в Лондоне и Пекине""}"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":130\,""segment"":""Почему Индия не смогла хорошо выступить на Олимпийских играх 2016 года в Рио по сравнению с Олимпийскими играми в Лондоне и Пекине""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca43a0dee0e72fb99bd55	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Что лучше использовать, кисть или спонж?	"{""label"":""Object1""\,""offset"":24\,""length"":5\,""segment"":""кисть""},{""label"":""Object2""\,""offset"":34\,""length"":5\,""segment"":""спонж""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca3d00dee0e72fb99b996	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Что полезнее, запекать или жарить?	"{""label"":""Aspect""\,""offset"":4\,""length"":8\,""segment"":""полезнее""},{""label"":""Object1""\,""offset"":14\,""length"":8\,""segment"":""запекать""},{""label"":""Object2""\,""offset"":27\,""length"":6\,""segment"":""жарить""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca3da0dee0e72fb99b9e4	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
Что необычного или непохожего на другие в еде и кулинарии в Германии?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":68\,""segment"":""Что необычного или непохожего на другие в еде и кулинарии в Германии""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee0a9799dd1994bc3c47	000016521d--63eca40f0dee0e72fb99bbc2	000016521d--63f4ee0a9799dd1994bc3c47	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:15:06.251
										
Дешевле ли добраться до Кубы из Майами или Канкуна?	"{""label"":""Aspect""\,""offset"":0\,""length"":7\,""segment"":""Дешевле""},{""label"":""Aspect""\,""offset"":11\,""length"":17\,""segment"":""добраться до Кубы""},{""label"":""Object1""\,""offset"":32\,""length"":6\,""segment"":""Майами""},{""label"":""Object2""\,""offset"":43\,""length"":7\,""segment"":""Канкуна""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca4220dee0e72fb99bc64	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
В чем разница между метро Мумбаи и монорельсовой дорогой Мумбаи - они одинаковые или разные?	"{""label"":""Object1""\,""offset"":20\,""length"":12\,""segment"":""метро Мумбаи""},{""label"":""Object2""\,""offset"":35\,""length"":28\,""segment"":""монорельсовой дорогой Мумбаи""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca4070dee0e72fb99bb7c	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Когда у меня будет выбор, должен ли я выбрать путешествие на airbus 340 330 или boeing 777?	"{""label"":""Object1""\,""offset"":61\,""length"":14\,""segment"":""airbus 340 330""},{""label"":""Object2""\,""offset"":80\,""length"":10\,""segment"":""boeing 777""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca3fd0dee0e72fb99bb30	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Какой университет мне следует выбрать для обучения компьютерной инженерии uiuc penn state или cmu?	"{""label"":""Aspect""\,""offset"":42\,""length"":31\,""segment"":""обучения компьютерной инженерии""},{""label"":""Object1""\,""offset"":74\,""length"":15\,""segment"":""uiuc penn state""},{""label"":""Object2""\,""offset"":94\,""length"":3\,""segment"":""cmu""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca41a0dee0e72fb99bc1a	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Какой вариант лучше mkcg в Берхампуре или kgmc в Манипале?	"{""label"":""Object1""\,""offset"":20\,""length"":17\,""segment"":""mkcg в Берхампуре""},{""label"":""Object2""\,""offset"":42\,""length"":15\,""segment"":""kgmc в Манипале""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca41a0dee0e72fb99bc16	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Кто сильнее, Халк или Супермен?	"{""label"":""Aspect""\,""offset"":4\,""length"":7\,""segment"":""сильнее""},{""label"":""Object1""\,""offset"":13\,""length"":4\,""segment"":""Халк""},{""label"":""Object2""\,""offset"":22\,""length"":8\,""segment"":""Супермен""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca3d70dee0e72fb99b9d0	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Что лучше jsp или php и почему?	"{""label"":""Object1""\,""offset"":10\,""length"":3\,""segment"":""jsp""},{""label"":""Object2""\,""offset"":18\,""length"":3\,""segment"":""php""}"	"{""label"":""Object1""\,""offset"":10\,""length"":3\,""segment"":""jsp""},{""label"":""Object2""\,""offset"":18\,""length"":3\,""segment"":""php""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca43f0dee0e72fb99bd7b	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Какие технологии работают лучше: Apple или Google?	"{""label"":""Object1""\,""offset"":33\,""length"":5\,""segment"":""Apple""},{""label"":""Object2""\,""offset"":43\,""length"":6\,""segment"":""Google""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca3d90dee0e72fb99b9da	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Какой алгоритм лучше, быстрая сортировка или сортировка слиянием?	"{""label"":""Object1""\,""offset"":22\,""length"":18\,""segment"":""быстрая сортировка""},{""label"":""Object2""\,""offset"":45\,""length"":19\,""segment"":""сортировка слиянием""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca3da0dee0e72fb99b9e6	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
Какое наименьшее общее число, кратное 5 и 150?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":45\,""segment"":""Какое наименьшее общее число\, кратное 5 и 150""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ee71f977f94f4596f45d	000016521d--63eca3fb0dee0e72fb99bb1e	000016521d--63f4ee71f977f94f4596f45d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:16:49.204
										
Кого вы ожидаете увидеть следующим президентом США - Хиллари Клинтон или Дональда Трампа и почему?	"{""label"":""Object1""\,""offset"":53\,""length"":15\,""segment"":""Хиллари Клинтон""},{""label"":""Object2""\,""offset"":73\,""length"":15\,""segment"":""Дональда Трампа""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca4380dee0e72fb99bd49	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Если бы у вас не было другого выбора, кроме как выпустить пулю из воздушного шара, в каком направлении было бы лучше нанести наименьший вред?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":140\,""segment"":""Если бы у вас не было другого выбора\, кроме как выпустить пулю из воздушного шара\, в каком направлении было бы лучше нанести наименьший вред""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca3f70dee0e72fb99baf3	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Каковы некоторые плюсы и минусы жизни рядом с морем или рекой?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":61\,""segment"":""Каковы некоторые плюсы и минусы жизни рядом с морем или рекой""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca3f10dee0e72fb99baa3	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Что мне следует выучить в первую очередь javascript или html css?	"{""label"":""Object1""\,""offset"":41\,""length"":10\,""segment"":""javascript""},{""label"":""Object2""\,""offset"":56\,""length"":8\,""segment"":""html css""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca4040dee0e72fb99bb68	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Должна ли Индия больше инвестировать в сельское хозяйство или оборону?	"{""label"":""Aspect""\,""offset"":23\,""length"":13\,""segment"":""инвестировать""},{""label"":""Object1""\,""offset"":39\,""length"":18\,""segment"":""сельское хозяйство""},{""label"":""Object2""\,""offset"":62\,""length"":7\,""segment"":""оборону""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca40b0dee0e72fb99bba2	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Какая операционная система имеет лучшую производительность: Windows 7 или Windows 8?	"{""label"":""Aspect""\,""offset"":40\,""length"":18\,""segment"":""производительность""},{""label"":""Object1""\,""offset"":60\,""length"":9\,""segment"":""Windows 7""},{""label"":""Object2""\,""offset"":74\,""length"":9\,""segment"":""Windows 8""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca3d40dee0e72fb99b9b8	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Почему промышленная революция впервые произошла в Англии, как она соотносится с тем, что происходит в Индии в настоящее время?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":125\,""segment"":""Почему промышленная революция впервые произошла в Англии\, как она соотносится с тем\, что происходит в Индии в настоящее время""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca4170dee0e72fb99bbfe	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Какой цвет лучше - синий или красный?	"{""label"":""Object1""\,""offset"":19\,""length"":5\,""segment"":""синий""},{""label"":""Object2""\,""offset"":29\,""length"":7\,""segment"":""красный""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca3f70dee0e72fb99baf9	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
Кто более могущественный джедай Оби Ван или Аникен?	"{""label"":""Aspect""\,""offset"":10\,""length"":21\,""segment"":""могущественный джедай""},{""label"":""Object1""\,""offset"":32\,""length"":7\,""segment"":""Оби Ван""},{""label"":""Object2""\,""offset"":44\,""length"":6\,""segment"":""Аникен""}"	"{""label"":""Aspect""\,""offset"":10\,""length"":21\,""segment"":""могущественный джедай""},{""label"":""Object1""\,""offset"":32\,""length"":7\,""segment"":""Оби Ван""},{""label"":""Object2""\,""offset"":44\,""length"":6\,""segment"":""Аникен""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca43e0dee0e72fb99bd75	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
В чем разница между желобом со стоячей волной и желобом Вентури?	"{""label"":""Object1""\,""offset"":20\,""length"":25\,""segment"":""желобом со стоячей волной""},{""label"":""Object2""\,""offset"":48\,""length"":15\,""segment"":""желобом Вентури""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4eee3306c8e629d64de28	000016521d--63eca3f00dee0e72fb99ba9b	000016521d--63f4eee3306c8e629d64de28	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:18:43.960
										
Газовая или угольная решетка, какую купить?	"{""label"":""Object1""\,""offset"":0\,""length"":7\,""segment"":""Газовая""},{""label"":""Object2""\,""offset"":12\,""length"":8\,""segment"":""угольная""},{""label"":""CommonObj""\,""offset"":21\,""length"":7\,""segment"":""решетка""}"	"{""label"":""Object1""\,""offset"":0\,""length"":7\,""segment"":""Газовая""},{""label"":""Object2""\,""offset"":12\,""length"":8\,""segment"":""угольная""},{""label"":""CommonObj""\,""offset"":21\,""length"":7\,""segment"":""решетка""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca4400dee0e72fb99bd81	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Какой из них грамматически правильный тысяча девятьсот или тысяча девятьсот есть ли какие-то особые применения для любого из них?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":128\,""segment"":""Какой из них грамматически правильный тысяча девятьсот или тысяча девятьсот есть ли какие-то особые применения для любого из них""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca42c0dee0e72fb99bced	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Должен ли я получить google pixel или iphone 7?	"{""label"":""Object1""\,""offset"":21\,""length"":12\,""segment"":""google pixel""},{""label"":""Object2""\,""offset"":38\,""length"":8\,""segment"":""iphone 7""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca3f00dee0e72fb99ba9f	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Первичное публичное размещение акций IPO каковы преимущества и недостатки публичной компании по сравнению с частной?	"{""label"":""Object1""\,""offset"":74\,""length"":9\,""segment"":""публичной""},{""label"":""CommonObj""\,""offset"":84\,""length"":8\,""segment"":""компании""},{""label"":""Object2""\,""offset"":108\,""length"":7\,""segment"":""частной""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca3f50dee0e72fb99bae2	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Считаете ли вы, что легче изучать новые предметы самостоятельно или вы считаете, что лучше иметь учителя?	"{""label"":""Object1""\,""offset"":26\,""length"":37\,""segment"":""изучать новые предметы самостоятельно""},{""label"":""Object2""\,""offset"":91\,""length"":13\,""segment"":""иметь учителя""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca3df0dee0e72fb99ba0c	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Назовите несколько хороших университетов для изучения космологии или астрофизики?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":80\,""segment"":""Назовите несколько хороших университетов для изучения космологии или астрофизики""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca4100dee0e72fb99bbc6	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Почему прецизионный выпрямитель лучше обычного выпрямителя?	"{""label"":""Object1""\,""offset"":7\,""length"":24\,""segment"":""прецизионный выпрямитель""},{""label"":""Object2""\,""offset"":38\,""length"":20\,""segment"":""обычного выпрямителя""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca41b0dee0e72fb99bc1e	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Что лучше, Linux или Microsoft? 	"{""label"":""Object1""\,""offset"":11\,""length"":5\,""segment"":""Linux""},{""label"":""Object2""\,""offset"":21\,""length"":9\,""segment"":""Microsoft""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca3d10dee0e72fb99b998	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Trinet или algentis, кто является лучшим поставщиком кадровых услуг на аутсорсинге?	"{""label"":""Object1""\,""offset"":0\,""length"":6\,""segment"":""Trinet""},{""label"":""Object2""\,""offset"":11\,""length"":8\,""segment"":""algentis""},{""label"":""Aspect""\,""offset"":41\,""length"":41\,""segment"":""поставщиком кадровых услуг на аутсорсинге""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca4110dee0e72fb99bbd0	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
Что лучше, чтобы ваши дети были старшими или младшими в классе?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":62\,""segment"":""Что лучше\, чтобы ваши дети были старшими или младшими в классе""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4ef956dce574f4fe73a6f	000016521d--63eca42c0dee0e72fb99bcf2	000016521d--63f4ef956dce574f4fe73a6f	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:21:41.102
										
